Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
4579,2,3,2005,2.595571437930258,0,10,987442.6840517226
2395,2,3,1990,2.473055218627602,2,2,534533.0200368982
2494,3,1,1990,4.112830440479957,1,3,578870.7619594942
4761,4,3,2000,2.4717952249985986,2,4,1041122.1131331322
1569,5,2,1969,1.0634925178257415,1,4,362679.08775021497
1138,2,3,2022,1.9595561346277508,2,9,315357.48101832974
735,5,1,2002,3.443720694287443,1,4,238459.11589080206
4812,2,1,1965,1.7282749762916954,1,7,961367.1393329063
1213,1,2,2004,1.29736625455036,2,4,269665.86139839556
2163,2,1,2019,3.446190839103346,0,7,521205.600976709
2643,3,3,1966,0.7164153968541594,0,9,530326.7865334606
2579,2,3,2010,2.70066098888429,1,5,603812.5887922472
2527,2,1,1998,3.548630366705628,0,6,551967.8882668803
1714,2,3,2008,3.7837035792384,0,10,431423.2948124018
1484,5,1,2010,1.246554609668538,1,6,360372.9780385626
1576,3,2,1978,0.9291722102287638,1,8,340980.72481778456
3230,3,1,2011,2.9601334773335295,2,7,734110.0243598827
3537,4,1,2018,1.9944940248865606,1,1,769763.673034886
3126,2,1,2014,3.211114238165548,0,1,708104.0557380343
4507,2,3,2014,4.122336786796645,0,7,985499.1963159838
1475,2,3,2014,3.790924338664833,1,5,370167.09090271546
2016,1,1,2021,2.6074858367021605,0,3,450594.56797660363
3842,2,3,1991,4.681797810179267,1,8,863289.3969030941
2650,2,1,2006,3.62000819180618,0,7,596659.3685492761
1909,2,3,1968,1.4886805567613017,2,5,390430.22237748076
1562,1,1,2003,3.2882716712521503,0,2,370689.5462510848
4256,3,2,1964,1.0490333610960008,1,2,852368.6069601658
2257,3,1,2002,1.6375929980709785,2,10,496427.1035646905
1791,2,1,1984,2.430432193284007,0,5,355281.41848528635
689,5,1,1996,3.8868723233232623,2,2,227515.3002879812
1304,2,3,1960,2.4492340009182487,1,9,277832.10571177263
1217,3,3,1996,1.7726050880172488,1,9,314916.5292154408
3891,5,3,1990,0.8691065834516188,1,3,833111.8086328949
594,2,2,2022,1.0104836769676253,1,9,158856.84303466187
2693,3,3,1996,4.952442946008342,1,9,648718.3260877142
3677,1,1,2017,4.8301765097412055,1,9,806645.0448680979
2778,1,1,1991,3.4811777612372365,1,10,605371.7047170609
4993,1,2,1957,4.595958656904905,1,6,1038319.1650899692
749,1,3,1985,0.5754033702157209,1,7,146020.40342022013
3531,4,3,1999,1.796024056658185,2,9,771922.849821314
1858,1,2,1989,1.541660431608447,0,8,376032.36153657595
3920,3,3,2002,3.2854620411436466,2,10,881016.0047742793
974,2,2,1986,2.336535755716654,2,1,234261.64997473895
697,2,3,2015,2.327053107677498,1,7,216591.97111921213
1717,1,2,1962,4.322903969695556,0,7,383644.17774445907
3998,4,2,1976,4.768263244481877,0,8,866618.3890237983
4922,4,1,2018,4.23375289844731,2,2,1108236.8362913695
1743,4,3,2008,2.5807602961064333,0,5,435500.94479437906
2886,5,1,1957,2.9345130451744814,2,5,619360.9693678387
2146,5,2,1998,2.2201351338985624,0,4,510968.1406545
2310,5,1,2011,0.7704338467017657,1,3,523323.0670600654
723,2,3,2020,3.084965401424926,0,8,236865.43918275138
2762,2,2,1976,4.5109319286213445,1,6,619407.6279156839
4145,3,1,1993,3.2243529087841427,1,7,898283.8867356428
3781,2,1,1989,3.1640757925507828,0,9,792681.5184200833
3622,1,3,1966,2.497567245439602,0,7,734501.9542665192
4656,1,2,1959,2.2920250728110525,0,2,913774.3890331694
3212,4,1,1975,1.7552213423306453,1,9,665969.5719032948
4046,1,3,1978,3.2012665723761664,1,7,863034.675749834
4143,3,3,1969,4.953903860342006,1,8,891638.5086964626
2827,2,2,2013,4.512698893412357,2,3,640767.2241513439
3414,4,1,2006,3.0580920432857295,0,8,748136.4563894381
1166,5,2,2008,0.9111834718718415,1,10,319601.3915396029
505,5,3,1954,3.881538250067046,0,3,159121.4656145035
4127,1,2,1990,4.216629682922137,1,4,886568.3132277146
4632,4,1,1977,4.650653681015463,2,10,997885.7696999718
3038,5,1,1967,2.854458747368937,0,3,647006.812552705
1516,2,3,2017,4.290464771374703,2,7,397346.1108776756
4347,3,1,1966,4.231914053565918,1,3,895675.5548211845
2186,4,2,1978,0.5391776617814461,0,6,441315.08847493527
735,5,2,1973,3.416472655403555,0,9,198659.21988081493
4384,3,2,2017,2.9661456049890806,2,7,985223.9966541852
555,2,1,1962,1.5525361916249156,0,2,111626.85342361582
4262,2,1,1978,3.4018755026674095,0,9,894261.7196452515
3245,5,2,1950,1.5182386286746992,2,10,695195.3585354679
1188,5,3,2020,1.5157747572760734,2,3,342365.20713846444
1620,4,1,1985,4.74767727564406,2,7,418003.15725851554
1346,4,2,2018,1.6672478033443832,1,8,351280.4162027617
4776,5,2,1971,3.9916018976328766,0,10,1038652.4247755758
3843,5,1,1985,3.813079145602249,2,8,853001.1125510683
2581,1,2,1989,4.016775414839819,1,3,570399.7427677898
3116,4,3,2001,1.8304454372561838,1,3,696224.0924052008
2310,3,1,1988,1.3696223685537567,1,4,494537.51154549763
1428,4,2,1985,4.201225921806022,1,3,369407.96419171983
4209,4,2,1966,4.392331723018408,0,4,896600.4885198027
3324,1,1,2014,0.688934430093147,2,8,697574.5556670319
2431,3,3,1987,1.054546590723462,1,5,505877.59815497726
1167,1,1,1967,0.9443174309719964,2,10,219652.59801356145
1563,5,2,1976,0.528158619619116,0,8,336153.4280264353
2074,2,3,2010,1.4191104151047536,2,8,473734.215407891
3024,4,1,2001,4.480624818145345,1,9,698124.6114710766
1314,5,1,1972,3.998549602320735,2,5,341956.2674322983
4995,3,2,2007,3.6800399015496494,0,2,1092026.89678641
2547,4,2,1986,3.715885737089259,2,8,586086.5685389101
3867,1,2,1952,1.8854887190731224,0,2,760436.8893623694
577,5,3,1971,2.0831225288465864,1,10,185557.69648043357
3388,2,2,1987,2.679549918311789,0,1,705923.3148916194
503,5,2,2018,1.3750143999425988,0,9,206042.35131646442
2196,3,2,2009,0.7447583683504003,2,8,485376.42332357954
4094,4,1,2021,3.795748009688997,1,10,933332.7201261587
633,5,2,1977,1.280043738388764,2,5,176494.35410241215
2081,1,1,1966,3.866723718744585,0,5,424881.192942697
3961,5,2,2000,0.815015804598796,2,3,866877.3524150968
3229,1,1,1960,3.365427726699472,0,7,645145.5398468642
3499,5,1,2021,3.5004735940275373,1,5,804433.8093218554
701,5,1,2009,4.160455170459189,1,9,246717.9663664509
4363,5,2,2018,4.9338672452927845,1,3,1008539.1562343481
1582,5,2,1956,4.4852889390879795,1,5,396246.3588887452
564,5,3,2018,2.8448293572877454,2,4,242865.9315016322
999,2,3,1977,1.241981494543123,0,6,226125.4126756759
3332,5,2,1962,1.751447817798604,2,2,704212.5239765074
2136,4,3,2021,3.8130299713784757,2,3,551859.0856947603
4880,3,1,2008,4.66035110929355,1,5,1075814.4318808403
4177,4,3,1952,2.0178992936805242,1,5,870212.7996762642
4390,1,1,1960,4.1926944095446395,2,5,912468.0479046734
1577,5,1,1998,1.623974731009339,2,2,370970.3860521568
1756,4,2,1962,0.7036213505849953,0,10,364834.6821527956
4606,4,2,1990,0.6252975840983603,2,8,974421.4462019108
2949,2,1,1997,2.4546267416354794,0,7,641526.9853657566
4400,3,1,2017,4.521175639025592,2,1,987241.4297302739
4677,4,3,1964,2.017862764103689,1,1,965304.8489878176
3435,4,2,1965,4.100928564576106,0,8,729494.9061684583
3056,2,3,2018,4.315675476935068,2,3,735678.4622017285
1622,3,2,1954,2.0120317654554896,1,2,325380.0022571336
2565,1,1,2004,1.038028989884254,2,5,530476.1232749791
1702,2,3,1994,2.8023736213355632,0,8,402002.4844273374
1135,5,2,1990,3.9432214796754486,1,5,329218.5249164853
3135,5,2,1988,0.7038258962588485,2,9,663727.5441240586
4425,4,3,1989,3.599431433651144,0,9,967287.6138508852
2526,5,2,1978,2.6797603352038215,2,6,567108.4842135326
3572,4,3,1958,0.6911145916543993,1,3,729385.5524036873
1829,4,3,1959,3.4170615382194365,0,4,417900.59093719104
4623,2,2,1955,4.357362456768149,1,7,972040.0599877926
1641,3,2,1996,0.9046231018686604,1,3,364016.40122898977
3917,1,1,1988,0.8675027413704332,2,7,780363.0627911759
2570,5,3,1962,4.522933422711324,2,10,605600.9507407207
643,5,1,2009,1.9949250692629472,1,7,213397.79303700433
1960,4,1,1972,0.6616858198368785,1,3,407600.3914029592
3423,3,1,1960,4.5714485375605305,0,2,731262.2024937344
3610,1,2,1979,3.434418778467428,1,6,774150.0468123948
4376,2,3,1997,4.383540707302521,0,4,953339.7306451157
2031,2,3,2013,4.010851708173478,1,1,496840.5291926289
4481,2,2,2003,3.9810744577882415,2,7,996696.835850388
3827,3,2,2006,2.3729812648040722,0,1,827143.776401641
4561,2,1,1954,2.171686746467454,2,2,907358.632995708
2068,3,1,1965,1.397773917183238,1,5,414808.65431769955
2470,2,3,1974,4.014137103737407,0,4,543160.4942000011
3810,2,1,1981,4.245877325346138,2,5,821117.7482116626
4298,5,2,1984,2.2065194173120206,2,3,919295.8540615214
3404,3,3,1977,3.529608977095392,0,1,735850.8123421574
917,4,3,1953,0.5613531075761966,0,6,191907.6525048871
3401,5,3,1996,3.5424726161645834,1,5,786584.6102391081
4127,5,2,1992,1.0261559098642616,2,1,909713.4350007039
1293,1,1,1968,3.173638382404059,1,5,279607.45517641783
3266,5,2,1983,3.7078069813742975,2,7,738226.711971728
3814,4,1,1996,2.4398908818048026,1,2,834587.5117736553
4685,1,1,1956,4.70827439026922,2,6,955223.3951427989
753,4,1,2015,4.146163640147891,1,6,252963.35620761316
2658,1,3,1955,3.7590464642537715,1,3,551324.4886576998
4913,1,1,1972,1.177736464482233,1,4,977158.5923179968
1560,1,1,1999,3.6104531422394315,0,9,359657.9955923103
2641,2,3,1998,4.564358504754931,0,7,621862.7654183527
3608,1,2,1972,4.729693063864201,0,9,775773.2237663032
3712,5,2,1961,0.8944242628759398,0,10,747938.7115439639
2989,1,2,1963,2.0194218589965556,2,5,609401.0845045892
2042,2,3,1987,4.075163680340777,0,6,475471.17666867917
3670,3,3,2012,2.0637818709133144,1,7,813296.8090259811
2207,1,3,1962,4.563921775444422,1,1,492112.0397149675
4712,3,2,1985,2.573014234250701,0,2,976572.7481782682
3889,4,1,1970,1.932368426115563,2,1,796470.173239297
2294,5,1,1968,1.0969005992042893,0,1,475767.3504503976
2193,4,1,1996,4.731886432853361,0,6,530004.3428420601
879,4,1,1996,0.7189594864777099,2,4,217010.48526715022
2431,1,3,2009,1.5442508286552021,0,10,538851.8933945443
742,1,2,2002,2.1385074875472476,0,10,181191.0670440434
4077,2,1,1989,4.687891143583819,2,6,886451.6346786668
4800,1,1,1974,4.582620249603826,2,1,1018026.9936582922
4187,5,3,1997,2.619275264476315,2,6,950877.0053637534
2985,3,2,2006,4.620525045177424,2,5,717150.4421296231
1645,1,1,2002,2.1269362943931736,2,9,368670.1351204142
3208,2,3,1951,4.267683532123289,2,2,672640.7862957919
1171,3,1,1958,0.6937358122205086,1,6,206781.75744307123
1565,3,3,1959,4.933285497908036,1,3,368640.65842693445
3306,4,3,1978,1.7503032344295448,1,8,708003.0797050629
2073,2,3,1963,3.4825832339437475,0,8,438849.2345292175
2365,2,2,1987,2.588300102320271,0,10,510534.16038350627
2233,5,3,2010,4.106065963432139,2,5,573797.9393068494
3428,1,1,2011,1.2350149164007576,1,8,710065.5617561329
4219,1,2,1993,4.931805847851923,1,8,923122.1141786919
3179,1,2,1999,2.977122996963232,1,10,683723.1607044176
2935,4,2,2013,0.5601545746672804,1,9,656980.4604282172
534,3,1,2016,2.527153571617679,0,10,187508.58531168045
3332,5,1,1990,3.1317738425999693,1,6,755402.3726912518
2944,1,3,1996,4.0361569046076795,1,3,660979.0474886918
3459,5,3,1959,3.09476303208373,2,7,759151.2379465501
4491,4,2,1994,3.399155256428652,0,4,965816.6681107299
4213,3,2,1955,2.059514419174464,1,9,845932.4082879503
3868,1,3,2014,4.26888875334225,0,4,864309.0323581436
4671,4,3,2017,1.9312230764791343,1,7,1028282.3118218937
1748,4,1,2002,0.9479593076394881,2,7,394408.57694920874
4500,4,1,1996,1.8227709545760389,0,1,940080.4444014952
3640,2,2,2006,1.8219915777847584,0,2,788471.7465500822
3986,3,1,2008,0.5226194867441141,2,5,827741.1738157432
1275,5,3,2006,2.191122571307388,1,4,354189.0054772034
1146,3,1,1998,2.3205589538180784,1,2,281313.0614448485
4789,3,3,1998,4.118430513351168,1,8,1033816.8247013512
762,2,3,2022,3.3488269407478084,0,10,237070.70570459962
4081,1,1,1997,1.404793184224753,1,7,834105.7943401121
2168,2,1,1995,1.202161151029896,2,7,465144.0719417193
4483,3,1,1971,1.7230393223605813,1,1,921002.2482228519
1562,2,3,1967,1.391429825241303,1,10,355453.1829292205
2233,4,3,2006,2.3900183333663225,0,6,525760.8806101802
4782,3,3,2006,4.62471485739085,1,10,1067425.216621323
598,4,2,1983,0.6905402544757273,0,7,155471.16626013073
3431,3,2,1970,4.321305524757669,2,7,762159.3914733424
4082,3,3,1973,0.8610001090507133,2,6,857205.2452653883
2824,5,2,1971,1.4616416370664778,2,6,591174.1368528144
3282,5,2,2001,2.383620284891701,0,4,752791.6325948103
4007,2,3,1989,4.659144235714022,0,2,897176.5668201512
1869,1,1,1980,3.018104845094039,2,10,396681.2860961783
1422,1,1,1958,4.837204223953131,1,1,313266.83650286886
3962,4,2,2016,2.979729289827196,0,6,868356.2431862867
3268,4,2,1983,3.1087902476038645,2,2,742599.2533323644
3604,1,1,1995,1.2140549316035822,2,6,730047.4973881331
2316,3,3,1999,4.740725543010246,1,1,570289.0160760867
2556,4,1,1983,4.771403119314011,2,8,607698.7371081988
3401,5,1,2013,1.0149418337556135,2,2,756373.8420634224
4175,1,3,1962,3.452247598890668,1,10,848824.7742976189
3113,5,2,1999,3.7815563431113937,1,2,731331.6610567131
2796,3,1,2000,2.7521479214002316,1,2,621460.4905680827
2625,5,1,2001,4.19192069116559,0,4,625113.6084591298
3647,4,1,1993,4.695452412029949,2,5,827205.303959231
4136,2,3,2017,2.112505955022532,0,3,894174.439544655
1039,4,2,2007,4.530640834397175,1,5,322312.8625079516
2690,4,1,2017,0.6058962248634445,0,2,574383.5478606392
3579,5,1,1979,2.856036107884351,0,7,765780.0440479134
2680,4,1,1985,3.87512785463986,2,3,600207.3340100806
1566,3,3,1991,3.244737013682233,0,8,367024.37943296967
3505,2,3,1968,4.433768069706617,1,8,745670.6371477235
3636,3,2,2020,1.4821694271217827,2,3,818671.3913349382
3039,4,3,1995,2.9435964389004385,0,3,697780.778011206
1222,4,2,1974,2.644075720577298,0,8,291123.86737050366
3306,3,1,2017,1.8611556312556696,2,2,733612.8163648158
1796,4,2,1984,4.492036927506643,2,7,442278.7666177528
1163,2,1,1976,2.5879555915899126,0,5,244030.4071335913
4219,2,3,2014,3.132852989927914,1,7,909745.2997917285
2306,1,2,2014,3.637739385742356,2,5,530824.1967752124
1370,2,2,1973,3.1482722082154497,1,4,304730.506229004
3766,3,2,1981,1.7856481732014404,2,1,799178.3100544005
3193,2,1,1969,2.8792598859429606,1,2,639073.1842415399
3002,5,2,2014,2.4400058229365227,0,4,690243.7506863925
3921,2,3,2005,3.7902080500471276,1,3,889364.8170683798
4768,2,1,1978,4.028927784643701,1,9,1017321.3952750646
2455,3,2,1953,4.951479892809876,0,10,527393.5128875901
3505,3,1,1983,4.126905053904126,0,3,753186.167662594
3876,1,1,1974,3.6259419776457893,0,5,793323.8127937265
1274,4,1,1985,2.95147502142255,0,10,304653.63604893
4312,5,3,1969,1.6903211179497721,2,2,919941.4098368196
1376,5,1,1992,1.8707106009838572,1,6,335417.6369743354
2661,1,1,2007,2.4167196881012276,0,10,564747.6546436538
4002,3,1,2010,1.073162630515465,1,10,860129.7292090545
955,3,1,2015,3.7270425581248707,1,2,267185.26764160517
3932,3,2,1970,4.94975989125124,2,5,865263.3836358162
3057,3,2,1966,1.4187495162570936,0,2,624112.1600204634
2469,5,3,1960,4.0143373863999585,2,2,583183.4309103092
3824,3,2,1971,3.0256505513371583,2,8,809782.1662261934
4932,2,1,1972,4.479598177050891,1,2,1040389.0481357794
4996,5,1,2003,1.8681362260159984,0,8,1070454.2752476104
2490,5,1,1950,4.16874348990752,1,10,567376.4006946473
3755,2,2,1992,2.596215889504061,0,9,788150.9318106314
2334,5,1,1966,2.3511855713566523,2,7,515300.5927029035
3848,4,2,2016,1.7531182801739855,1,3,841676.0140843305
2444,5,2,1960,0.64300317960796,2,9,523988.4313016928
2323,5,2,1976,3.928476253380998,2,2,548288.2433774915
3378,5,1,1988,1.7347307234116436,1,8,734156.8160862669
4033,3,2,1995,3.224665627366754,2,6,889107.6929684004
2548,3,3,2003,1.7588568549608197,2,6,574912.7662317117
1667,1,2,1954,1.3653945321513237,1,8,302975.3037628076
2027,5,3,2002,4.467270379450989,0,10,539478.4031506823
1691,4,3,2011,1.751581199689756,2,2,427302.04370052734
2692,1,3,1959,1.0812850035939967,0,7,525408.9155105908
3493,1,1,2011,1.1401485789956693,2,9,724420.5096752369
3944,5,3,1990,2.475930043628728,2,8,879796.9835223783
4527,4,2,1951,1.000117162994056,0,7,898403.5372117123
4974,5,2,2000,3.7095614063750157,2,10,1107045.062935083
3572,2,2,1957,1.827825571689392,1,10,720713.4288162608
732,3,3,1953,3.044389854234841,1,4,190802.0703078011
2897,1,3,1965,4.017269656383796,2,7,625246.1179756841
3349,4,3,1958,4.504476769130689,0,5,749571.2916347987
1960,4,1,1977,4.255659286678725,1,6,466251.49161970714
664,2,2,1982,2.296250575299588,2,8,170024.87591657112
988,4,2,1986,3.542564289147306,2,6,294558.07202157495
3944,2,3,1981,1.4024884003036993,2,10,822030.766712673
4664,5,3,1979,3.003476032656857,2,3,1010183.5001098072
2933,5,3,1973,4.781489129265565,2,9,701133.8041471172
3411,1,3,2014,0.8119774867449414,2,2,719969.4352945103
2500,2,2,1990,0.7330364992976759,1,8,517128.7578663306
1414,5,1,1996,3.6519430962042674,2,9,372292.60339231836
3277,4,3,1996,4.7010698755594165,1,10,752466.6746666236
864,5,3,2012,1.0958207607340458,0,7,250123.469112831
4137,1,3,1976,4.428587273133722,2,3,887527.9071799915
2548,5,3,1950,1.3220257290785067,2,7,547523.9110807307
2348,4,3,2002,4.676458259794039,2,5,594755.3248280677
1123,5,2,1950,2.6117835229660566,2,2,267132.4135848208
1863,5,1,1953,1.3177548195267041,1,5,376388.0216286443
3314,5,1,2011,4.301880473703347,1,7,779336.1178319983
3646,1,1,1994,3.9809873383919925,0,9,794010.0167336396
2105,3,1,2021,0.5435909723343548,1,10,472291.952524426
4014,1,1,2013,1.5574742489061122,0,10,821146.2339055584
4844,3,1,1952,1.9384342488142814,2,5,979926.7246149519
1095,1,2,1974,1.4485165220960972,1,10,214492.39812518295
3976,5,1,1955,3.90350421312299,0,3,827432.4143465807
4514,4,3,2008,4.917683041345137,0,4,1046315.8960136625
2343,1,3,1974,3.79851628832759,1,5,507554.9440535184
1323,4,1,1986,4.384109919810825,1,6,362719.62685852055
2180,2,3,2019,1.5799521374148089,1,5,507967.8360673265
1173,3,1,1973,3.556396180405262,1,6,288382.46046148066
2328,2,1,1968,4.417852466675708,1,9,527715.5373919866
2616,3,2,1992,1.068738900825502,0,4,542247.1622628621
3261,4,1,1978,2.165110358642672,2,10,701493.9970692651
1446,1,2,2010,0.916251970725337,0,9,316282.80679770344
2832,4,1,2001,3.1653561697794306,1,6,656065.8419892447
1896,5,1,2003,0.9763395614505899,1,6,418888.6616954587
2135,3,3,1996,4.035393965881072,1,5,533039.4327952061
755,4,1,2017,2.4059656219635333,2,2,239234.57432207954
4686,1,1,1968,1.7286827869751304,0,4,923773.1293560603
3447,5,3,2021,4.264243207781151,2,3,830557.1687018349
3509,5,1,1977,1.2000714659118603,1,2,749610.4677553453
4462,4,2,2016,3.2075697380823325,1,4,1010589.32913523
2327,4,3,2005,4.609547061896554,0,1,585574.1096146859
2561,5,1,1983,0.5697874878196648,1,2,541967.633559251
1466,4,3,1954,3.4982053766556733,2,1,343678.93524860224
1811,4,2,2015,1.8304926767222862,1,8,436325.0761836845
2765,4,1,2002,3.0144467508097894,2,4,630531.7401285437
3065,3,1,1963,1.4730215410750087,2,10,611205.6889207754
1024,5,2,1998,3.995614994629496,2,1,323701.2441901499
1315,3,2,1981,2.7570906496307677,0,7,308618.40727220185
3949,1,1,2008,4.0314635682124464,0,5,833283.0644545743
3475,1,1,1983,2.9834471138953353,2,7,731899.435616318
3965,1,2,1977,4.983792321555749,0,2,846516.6709494363
3338,4,1,1958,1.026552761860758,2,8,671803.9439013259
1818,2,1,2008,3.4941434378850698,1,9,441001.3484190839
1581,1,2,1994,2.812328305594691,0,4,358458.3807510001
3160,1,3,1976,1.2183120564447525,0,6,627322.941247679
4718,1,1,2016,3.0702303438006244,2,6,981510.89525884
3781,2,1,2007,1.8445229197441322,1,5,826587.7969711117
1209,5,3,2011,3.865273584854323,2,2,368327.4567183169
2234,2,2,1985,3.3724500790632197,2,10,507847.58733911236
4743,4,2,2016,2.254548858309863,1,4,1037911.6519852468
4244,2,3,1973,3.622125006353353,0,1,926488.454118578
1528,4,1,1960,2.3673704693003517,0,9,323118.7393152309
2481,3,1,1991,0.7039367553240257,0,1,509725.550655089
